# background genes,# genes,category,chart color,description,FDR value,genes,network.SUID,nodes.SUID,p-value,PMID,term name,transferred FDR value,year,FDR (-log10)
89,3,WikiPathways,,ErbB signaling pathway,0.0024,TP53|AKT1|MYC,10163,10291|10330|10318,3.00E-04,,WP673,0.261978876,0,2.619788758
51,3,GO Biological Process,,Regulation of telomerase activity,0.0025,TP53|MYC|CTNNB1,10163,10291|10318|10285,6.05E-05,,GO:0051972,0.260205999,0,2.602059991
398,6,DISEASES,,Endocrine system disease,0.0025,CYP27B1|TP53|PRKACA|AKT1|MYC|CTNNB1,10163,10255|10291|10261|10330|10318|10285,1.83E-05,,DOID:28,0.260205999,0,2.602059991
34,3,DISEASES,,B-cell lymphoma,0.0025,TP53|CASP3|MYC,10163,10291|10333|10318,1.93E-05,,DOID:707,0.260205999,0,2.602059991
150,4,GO Biological Process,,Response to UV,0.0026,TP53|CASP3|AKT1|MYC,10163,10291|10333|10330|10318,6.32E-05,,GO:0009411,0.258502665,0,2.585026652
52,3,GO Biological Process,,Epithelial cell apoptotic process,0.0026,CASP6|CASP3|E2F1,10163,10309|10333|10264,6.39E-05,,GO:1904019,0.258502665,0,2.585026652
8,2,Reactome Pathways,,Activation of PUMA and translocation to mitochondria,0.0026,TP53|E2F1,10163,10291|10264,8.68E-05,,HSA-139915,0.258502665,0,2.585026652
163,4,Reactome Pathways,,Cellular Senescence,0.0026,CDK2|TP53|CEBPB|E2F1,10163,10303|10291|10312|10264,8.66E-05,,HSA-2559583,0.258502665,0,2.585026652
8,2,Reactome Pathways,,Binding of TCF/LEF:CTNNB1 to target gene promoters,0.0026,MYC|CTNNB1,10163,10318|10285,8.68E-05,,HSA-4411364,0.258502665,0,2.585026652
58,3,Reactome Pathways,,Regulated Necrosis,0.0026,STUB1|TP53|CASP3,10163,10315|10291|10333,8.72E-05,,HSA-5218859,0.258502665,0,2.585026652
8,2,Reactome Pathways,,RUNX3 regulates WNT signaling,0.0026,MYC|CTNNB1,10163,10318|10285,8.68E-05,,HSA-8951430,0.258502665,0,2.585026652
92,3,WikiPathways,,Corticotropin-releasing hormone signaling pathway,0.0026,CASP3|AKT1|CTNNB1,10163,10333|10330|10285,3.20E-04,,WP2355,0.258502665,0,2.585026652
53,3,GO Biological Process,,Regulation of chondrocyte differentiation,0.0027,SMAD3|BMPR1B|CTNNB1,10163,10252|10294|10285,6.75E-05,,GO:0032330,0.256863624,0,2.568636236
93,3,WikiPathways,,lncRNA in canonical Wnt signaling and colorectal cancer,0.0027,CSNK2A1|MYC|CTNNB1,10163,10306|10318|10285,3.30E-04,,WP4258,0.256863624,0,2.568636236
93,3,WikiPathways,,Thyroid hormones production and peripheral downstream signaling effects,0.0027,TP53|PRKACA|CTNNB1,10163,10291|10261|10285,3.30E-04,,WP4746,0.256863624,0,2.568636236
190,5,Monarch Phenotype,,Abnormal adipose tissue morphology,0.0027,CYP27B1|PRKACA|BMPR1A|SKI|AKT1,10163,10255|10261|10300|10270|10330,7.32E-06,,HP:0009124,0.256863624,0,2.568636236
340,6,Monarch Phenotype,,Abnormal vascular physiology,0.0027,SMAD2|TP53|SMAD3|BMPR1A|AKT1|CTNNB1,10163,10267|10291|10252|10300|10330|10285,7.58E-06,,HP:0030163,0.256863624,0,2.568636236
1035,8,GO Biological Process,,Central nervous system development,0.0028,TP53|SMAD1|CASP3|E2F1|BMPR1A|SKI|BMPR1B|CTNNB1,10163,10291|10282|10333|10264|10300|10270|10294|10285,7.16E-05,,GO:0007417,0.255284197,0,2.552841969
54,3,GO Biological Process,,Positive regulation of neuron apoptotic process,0.0028,TP53|CASP3|CTNNB1,10163,10291|10333|10285,7.12E-05,,GO:0043525,0.255284197,0,2.552841969
506,6,GO Biological Process,,Regulation of cell development,0.0028,TP53|E2F1|BMPR1A|SKI|AKT1|CTNNB1,10163,10291|10264|10300|10270|10330|10285,6.88E-05,,GO:0060284,0.255284197,0,2.552841969
7,2,GO Biological Process,,BMP signaling pathway involved in heart development,0.0028,BMPR1A|ACVR1,10163,10300|10279,6.95E-05,,GO:0061312,0.255284197,0,2.552841969
18,2,WikiPathways,,Apoptosis modulation by HSP70,0.0028,CASP6|CASP3,10163,10309|10333,3.60E-04,,WP384,0.255284197,0,2.552841969
195,5,Monarch Phenotype,,Abnormality of the uterus,0.0028,SMAD3|BMPR1A|BMPR1B|AKT1|CTNNB1,10163,10252|10300|10294|10330|10285,8.28E-06,,HP:0000130,0.255284197,0,2.552841969
1648,11,Monarch Phenotype,,Abnormality of skin morphology,0.0028,STUB1|SMAD2|TP53|PRKACA|SMAD3|BMPR1A|SKI|BMPR1B|ACVR1|AKT1|CTNNB1,10163,10315|10267|10291|10261|10252|10300|10270|10294|10279|10330|10285,8.05E-06,,HP:0011121,0.255284197,0,2.552841969
513,6,GO Biological Process,,Positive regulation of catabolic process,0.0029,CSNK2A1|STUB1|PLK1|CASP3|SUMO2|AKT1,10163,10306|10315|10297|10333|10273|10330,7.41E-05,,GO:0009896,0.2537602,0,2.537602002
1038,8,GO Biological Process,,Negative regulation of protein metabolic process,0.0029,CSNK2A1|TP53|PLK1|CASP3|SMAD3|SKI|AKT1|CTNNB1,10163,10306|10291|10297|10333|10252|10270|10330|10285,7.30E-05,,GO:0051248,0.2537602,0,2.537602002
5,2,COMPARTMENTS,,PTEN phosphatase complex,0.003,TP53|AKT1,10163,10291|10330,4.06E-05,,GOCC:1990455,0.252287875,0,2.522878745
90,4,Monarch Phenotype,,Neoplasm of the large intestine,0.003,TP53|BMPR1A|AKT1|CTNNB1,10163,10291|10300|10330|10285,9.07E-06,,HP:0100834,0.252287875,0,2.522878745
159,4,GO Biological Process,,Regulation of macroautophagy,0.0031,TP53|PRKACA|CASP3|AKT1,10163,10291|10261|10333|10330,7.88E-05,,GO:0016241,0.250863831,0,2.508638306
56,3,GO Biological Process,,Intrinsic apoptotic signaling pathway by p53 class mediator,0.0031,CASP6|TP53|E2F1,10163,10309|10291|10264,7.89E-05,,GO:0072332,0.250863831,0,2.508638306
19,2,WikiPathways,,TP53 network,0.0031,TP53|MYC,10163,10291|10318,4.00E-04,,WP1742,0.250863831,0,2.508638306
27,3,STRING Clusters,,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3), and Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes",0.0031,CDK2|E2F1|CDK1,10163,10303|10264|10327,1.01E-05,,CL:6903,0.250863831,0,2.508638306
771,7,GO Biological Process,,Negative regulation of catalytic activity,0.0032,CSNK2A1|CYP27B1|TP53|PLK1|CASP3|SKI|AKT1,10163,10306|10255|10291|10297|10333|10270|10330,8.28E-05,,GO:0043086,0.249485002,0,2.494850022
1057,8,GO Biological Process,,Cellular response to oxygen-containing compound,0.0032,CDK2|TP53|CEBPB|PRKACA|E2F1|CDK1|AKT1|CTNNB1,10163,10303|10291|10312|10261|10264|10327|10330|10285,8.29E-05,,GO:1901701,0.249485002,0,2.494850022
2279,12,GO Molecular Function,,"Catalytic activity, acting on a protein",0.0032,CSNK2A1|STUB1|CASP6|CDK2|PLK1|PRKACA|CASP3|BMPR1A|CDK1|BMPR1B|ACVR1|AKT1,10163,10306|10315|10309|10303|10297|10261|10333|10300|10327|10294|10279|10330,2.97E-05,,GO:0140096,0.249485002,0,2.494850022
100,3,WikiPathways,,Wnt signaling pathway and pluripotency,0.0032,TP53|MYC|CTNNB1,10163,10291|10318|10285,4.10E-04,,WP399,0.249485002,0,2.494850022
775,7,GO Biological Process,,Brain development,0.0033,TP53|SMAD1|CASP3|E2F1|BMPR1A|SKI|CTNNB1,10163,10291|10282|10333|10264|10300|10270|10285,8.55E-05,,GO:0007420,0.248148606,0,2.48148606
127,4,GO Cellular Component,,Protein kinase complex,0.0033,CDK2|PRKACA|CDK1|ACVR1,10163,10303|10261|10327|10279,3.36E-05,,GO:1902911,0.248148606,0,2.48148606
40,3,GO Molecular Function,,Core promoter sequence-specific DNA binding,0.0033,TP53|CEBPB|MYC,10163,10291|10312|10318,3.04E-05,,GO:0001046,0.248148606,0,2.48148606
9,2,TISSUES,,Acute lymphoblastic leukemia cell,0.0033,TP53|AKT1,10163,10291|10330,1.10E-04,,BTO:0000731,0.248148606,0,2.48148606
120,4,DISEASES,,Lymphatic system cancer,0.0033,TP53|CASP3|AKT1|MYC,10163,10291|10333|10330|10318,2.71E-05,,DOID:0060073,0.248148606,0,2.48148606
4,2,DISEASES,,Fibrodysplasia ossificans progressiva,0.0033,BMPR1B|ACVR1,10163,10294|10279,2.90E-05,,DOID:13374,0.248148606,0,2.48148606
20,2,WikiPathways,,Nanomaterial induced apoptosis,0.0033,CASP6|CASP3,10163,10309|10333,4.40E-04,,WP2507,0.248148606,0,2.48148606
20,2,WikiPathways,,BMP signaling in eyelid development,0.0033,SMAD1|SMAD5,10163,10282|10258,4.40E-04,,WP3927,0.248148606,0,2.48148606
204,5,Monarch Phenotype,,Abnormal metaphysis morphology,0.0033,CYP27B1|TP53|SKI|BMPR1B|ACVR1,10163,10255|10291|10270|10294|10279,1.03E-05,,HP:0000944,0.248148606,0,2.48148606
558,7,Monarch Phenotype,,Abnormality of lower limb joint,0.0033,STUB1|CYP27B1|PRKACA|SMAD3|SKI|BMPR1B|AKT1,10163,10315|10255|10261|10252|10270|10294|10330,1.07E-05,,HP:0100491,0.248148606,0,2.48148606
58,3,GO Biological Process,,G2/M transition of mitotic cell cycle,0.0034,CDK2|PLK1|CDK1,10163,10303|10297|10327,8.72E-05,,GO:0000086,0.246852108,0,2.468521083
40,3,DISEASES,,Malignant glioma,0.0034,TP53|ACVR1|AKT1,10163,10291|10279|10330,3.04E-05,,DOID:3070,0.246852108,0,2.468521083
111,3,KEGG Pathways,,TNF signaling pathway,0.0034,CEBPB|CASP3|AKT1,10163,10312|10333|10330,5.50E-04,,hsa04668,0.246852108,0,2.468521083
324,5,GO Biological Process,,Regulation of neuron death,0.0035,TP53|CEBPB|CASP3|AKT1|CTNNB1,10163,10291|10312|10333|10330|10285,8.97E-05,,GO:1901214,0.245593196,0,2.455931956
260,4,WikiPathways,,Alzheimers disease and miRNA effects,0.0036,CSNK2A1|CASP3|AKT1|CTNNB1,10163,10306|10333|10330|10285,5.00E-04,,WP2059,0.24436975,0,2.443697499
21,2,WikiPathways,,PI3K/AKT/mTOR - vitamin D3 signaling,0.0036,AKT1|MYC,10163,10330|10318,4.80E-04,,WP4141,0.24436975,0,2.443697499
21,2,WikiPathways,,Host-pathogen interaction of human coronaviruses - apoptosis,0.0036,CASP3|AKT1,10163,10333|10330,4.80E-04,,WP4864,0.24436975,0,2.443697499
260,4,WikiPathways,,Alzheimers disease,0.0036,CSNK2A1|CASP3|AKT1|CTNNB1,10163,10306|10333|10330|10285,5.00E-04,,WP5124,0.24436975,0,2.443697499
329,5,GO Biological Process,,Negative regulation of catabolic process,0.0037,CSNK2A1|TP53|SMAD3|E2F1|AKT1,10163,10306|10291|10252|10264|10330,9.63E-05,,GO:0009895,0.243179828,0,2.431798276
1405,9,GO Biological Process,,Regulation of phosphate metabolic process,0.0037,RBL2|TP53|PLK1|CASP3|SMAD3|BMPR1A|BMPR1B|ACVR1|AKT1,10163,10276|10291|10297|10333|10252|10300|10294|10279|10330,9.64E-05,,GO:0019220,0.243179828,0,2.431798276
328,5,GO Biological Process,,Regulation of protein stability,0.0037,STUB1|TP53|PLK1|CASP3|SMAD3,10163,10315|10291|10297|10333|10252,9.50E-05,,GO:0031647,0.243179828,0,2.431798276
824,7,TISSUES,,Embryo,0.0037,STUB1|TP53|CEBPB|CASP3|MYB|MYC|CTNNB1,10163,10315|10291|10312|10333|10288|10318|10285,1.30E-04,,BTO:0000379,0.243179828,0,2.431798276
1379,9,UniProt Keywords,,ATP-binding,0.0038,CSNK2A1|CDK2|PLK1|PRKACA|BMPR1A|CDK1|BMPR1B|ACVR1|AKT1,10163,10306|10303|10297|10261|10300|10327|10294|10279|10330,8.35E-05,,KW-0067,0.24202164,0,2.420216403
56,3,UniProt Keywords,,S-nitrosylation,0.0038,CDK2|CASP3|CTNNB1,10163,10303|10333|10285,7.89E-05,,KW-0702,0.24202164,0,2.420216403
68,3,Reactome Pathways,,Regulation of PTEN stability and activity,0.0038,CSNK2A1|STUB1|AKT1,10163,10306|10315|10330,1.40E-04,,HSA-8948751,0.24202164,0,2.420216403
22,2,WikiPathways,,Regulation of apoptosis by parathyroid hormone-related protein,0.0038,AKT1|MYC,10163,10330|10318,5.30E-04,,WP3872,0.24202164,0,2.420216403
22,2,WikiPathways,,Progeria-associated lipodystrophy,0.0038,SMAD2|SMAD3,10163,10267|10252,5.30E-04,,WP5103,0.24202164,0,2.420216403
69,3,Reactome Pathways,,Loss of Nlp from mitotic centrosomes,0.0039,PLK1|PRKACA|CDK1,10163,10297|10261|10327,1.40E-04,,HSA-380259,0.240893539,0,2.408935393
9,2,GO Biological Process,,Regulation of transforming growth factor beta2 production,0.004,SMAD3|BMPR1A,10163,10252|10300,1.10E-04,,GO:0032909,0.239794001,0,2.397940009
2658,12,TISSUES,,Male reproductive gland,0.004,RBL2|TP53|PLK1|CEBPB|PRKACA|MYB|BMPR1A|BMPR1B|SUMO2|AKT1|MYC|CTNNB1,10163,10276|10291|10297|10312|10261|10288|10300|10294|10273|10330|10318|10285,1.40E-04,,BTO:0000080,0.239794001,0,2.397940009
11,2,Reactome Pathways,,Vitamin D (calciferol) metabolism,0.004,CYP27B1|SUMO2,10163,10255|10273,1.50E-04,,HSA-196791,0.239794001,0,2.397940009
11,2,Reactome Pathways,,Condensation of Prometaphase Chromosomes,0.004,CSNK2A1|CDK1,10163,10306|10327,1.50E-04,,HSA-2514853,0.239794001,0,2.397940009
11,2,Reactome Pathways,,Apoptotic cleavage of cell adhesion  proteins,0.004,CASP3|CTNNB1,10163,10333|10285,1.50E-04,,HSA-351906,0.239794001,0,2.397940009
23,2,WikiPathways,,Angiogenesis,0.004,SMAD1|AKT1,10163,10282|10330,5.70E-04,,WP1539,0.239794001,0,2.397940009
271,4,WikiPathways,,IL-18 signaling pathway,0.004,TP53|CEBPB|CASP3|CTNNB1,10163,10291|10312|10333|10285,5.80E-04,,WP4754,0.239794001,0,2.397940009
23,2,WikiPathways,,Estrogen signaling pathway,0.004,PRKACA|AKT1,10163,10261|10330,5.70E-04,,WP712,0.239794001,0,2.397940009
114,3,WikiPathways,,Wnt signaling,0.0041,CSNK2A1|MYC|CTNNB1,10163,10306|10318|10285,6.00E-04,,WP428,0.238721614,0,2.387216143
72,3,Reactome Pathways,,AURKA Activation by TPX2,0.0042,PLK1|PRKACA|CDK1,10163,10297|10261|10327,1.60E-04,,HSA-8854518,0.237675071,0,2.37675071
24,2,WikiPathways,,miRNA regulation of p53 pathway in prostate cancer,0.0042,TP53|CASP3,10163,10291|10333,6.20E-04,,WP3982,0.237675071,0,2.37675071
2188,11,GO Biological Process,,Nervous system development,0.0043,TP53|CEBPB|SMAD1|PRKACA|CASP3|E2F1|BMPR1A|SKI|BMPR1B|AKT1|CTNNB1,10163,10291|10312|10282|10261|10333|10264|10300|10270|10294|10330|10285,1.10E-04,,GO:0007399,0.236653154,0,2.366531544
5,2,GO Molecular Function,,Histone deacetylase regulator activity,0.0043,TP53|SKI,10163,10291|10270,4.06E-05,,GO:0035033,0.236653154,0,2.366531544
104,4,Monarch Phenotype,,Soft tissue sarcoma,0.0043,TP53|BMPR1A|AKT1|CTNNB1,10163,10291|10300|10330|10285,1.57E-05,,HP:0030448,0.236653154,0,2.366531544
64,3,GO Biological Process,,Somitogenesis,0.0044,TP53|SMAD3|BMPR1A,10163,10291|10252|10300,1.20E-04,,GO:0001756,0.235654732,0,2.356547324
1438,9,GO Biological Process,,Regulation of immune system process,0.0044,RCOR1|CASP6|CEBPB|CASP3|SMAD3|MYB|AKT1|MYC|CTNNB1,10163,10324|10309|10312|10333|10252|10288|10330|10318|10285,1.20E-04,,GO:0002682,0.235654732,0,2.356547324
64,3,GO Biological Process,,Positive regulation of nucleocytoplasmic transport,0.0044,PRKACA|SMAD3|CDK1,10163,10261|10252|10327,1.20E-04,,GO:0046824,0.235654732,0,2.356547324
11,2,TISSUES,,Melanoma cell,0.0044,TP53|AKT1,10163,10291|10330,1.50E-04,,BTO:0000848,0.235654732,0,2.356547324
1151,8,TISSUES,,Skin,0.0044,STUB1|TP53|CEBPB|E2F1|CDK1|SUMO2|AKT1|CTNNB1,10163,10315|10291|10312|10264|10327|10273|10330|10285,1.50E-04,,BTO:0001253,0.235654732,0,2.356547324
12,2,Reactome Pathways,,Caspase-mediated cleavage of cytoskeletal proteins,0.0045,CASP6|CASP3,10163,10309|10333,1.70E-04,,HSA-264870,0.234678749,0,2.346787486
12,2,Reactome Pathways,,TP53 Regulates Transcription of Caspase Activators and Caspases,0.0045,CASP6|TP53,10163,10309|10291,1.70E-04,,HSA-6803207,0.234678749,0,2.346787486
25,2,WikiPathways,,IL-7 signaling pathway,0.0045,AKT1|MYC,10163,10330|10318,6.70E-04,,WP205,0.234678749,0,2.346787486
25,2,WikiPathways,,Hypothesized pathways in pathogenesis of cardiovascular disease,0.0045,SMAD2|SMAD3,10163,10267|10252,6.70E-04,,WP3668,0.234678749,0,2.346787486
119,3,WikiPathways,,Hippo-Merlin signaling dysregulation,0.0045,PRKACA|MYC|CTNNB1,10163,10261|10318|10285,6.80E-04,,WP4541,0.234678749,0,2.346787486
275,5,DISEASES,,Kidney disease,0.0046,CYP27B1|SMAD2|TP53|SMAD3|CTNNB1,10163,10255|10267|10291|10252|10285,4.18E-05,,DOID:557,0.233724217,0,2.337242168
607,6,Reactome Pathways,,Hemostasis,0.0046,RCOR1|CDK2|TP53|PRKACA|MYB|AKT1,10163,10324|10303|10291|10261|10288|10330,1.80E-04,,HSA-109582,0.233724217,0,2.337242168
73,3,TISSUES,,Embryonic cell line,0.0047,TP53|AKT1|MYC,10163,10291|10330|10318,1.70E-04,,BTO:0000669,0.232790214,0,2.327902142
13099,27,TISSUES,,Whole body,0.0047,CSNK2A1|STUB1|CYP27B1|RBL2|SMAD2|RCOR1|CASP6|CDK2|TP53|PLK1|CEBPB|SMAD1|PRKACA|CASP3|SMAD3|MYB|E2F1|BMPR1A|E2F4|CDK1|BMPR1B|ACVR1|SUMO2|SMAD5|AKT1|MYC|CTNNB1,10163,10306|10315|10255|10276|10267|10324|10309|10303|10291|10297|10312|10282|10261|10333|10252|10288|10264|10300|10321|10327|10294|10279|10273|10258|10330|10318|10285,1.70E-04,,BTO:0001489,0.232790214,0,2.327902142
201,4,Reactome Pathways,,TCF dependent signaling in response to WNT,0.0047,CSNK2A1|AKT1|MYC|CTNNB1,10163,10306|10330|10318|10285,1.90E-04,,HSA-201681,0.232790214,0,2.327902142
201,4,Reactome Pathways,,Mitotic Prometaphase,0.0047,CSNK2A1|PLK1|PRKACA|CDK1,10163,10306|10297|10261|10327,1.90E-04,,HSA-68877,0.232790214,0,2.327902142
77,3,Reactome Pathways,,The role of GTSE1 in G2/M progression after G2 checkpoint,0.0047,TP53|PLK1|CDK1,10163,10291|10297|10327,2.00E-04,,HSA-8852276,0.232790214,0,2.327902142
26,2,WikiPathways,,PPAR-alpha pathway,0.0047,CDK1|MYC,10163,10327|10318,7.20E-04,,WP2878,0.232790214,0,2.327902142
229,5,Monarch Phenotype,,Abnormality of the calf,0.0047,CYP27B1|TP53|PRKACA|SKI|BMPR1B,10163,10255|10291|10261|10270|10294,1.77E-05,,HP:0002981,0.232790214,0,2.327902142
10,2,GO Biological Process,,Mitral valve morphogenesis,0.0048,BMPR1A|ACVR1,10163,10300|10279,1.30E-04,,GO:0003183,0.231875876,0,2.318758763
126,3,KEGG Pathways,,Relaxin signaling pathway,0.0049,SMAD2|PRKACA|AKT1,10163,10267|10261|10330,7.90E-04,,hsa04926,0.230980392,0,2.30980392
110,4,Monarch Phenotype,,Abnormal rectum morphology,0.0049,TP53|BMPR1A|AKT1|CTNNB1,10163,10291|10300|10330|10285,1.95E-05,,HP:0002034,0.230980392,0,2.30980392
183,4,GO Biological Process,,Stem cell differentiation,0.005,TP53|BMPR1A|ACVR1|CTNNB1,10163,10291|10300|10279|10285,1.30E-04,,GO:0048863,0.230103,0,2.301029996
4798,17,DISEASES,,Disease of anatomical entity,0.005,STUB1|CYP27B1|SMAD2|CDK2|TP53|PRKACA|CASP3|SMAD3|E2F1|BMPR1A|SKI|E2F4|BMPR1B|ACVR1|AKT1|MYC|CTNNB1,10163,10315|10255|10267|10303|10291|10261|10333|10252|10264|10300|10270|10321|10294|10279|10330|10318|10285,4.67E-05,,DOID:7,0.230103,0,2.301029996
27,2,WikiPathways,,Follicle stimulating hormone (FSH) signaling pathway,0.005,PRKACA|AKT1,10163,10261|10330,7.70E-04,,WP2035,0.230103,0,2.301029996
80,3,Reactome Pathways,,Regulation of APC/C activators between G1/S and early anaphase,0.0052,CDK2|PLK1|CDK1,10163,10303|10297|10327,2.20E-04,,HSA-176408,0.228399666,0,2.283996656
80,3,Reactome Pathways,,Recruitment of mitotic centrosome proteins and complexes,0.0052,PLK1|PRKACA|CDK1,10163,10297|10261|10327,2.20E-04,,HSA-380270,0.228399666,0,2.283996656
35,3,Monarch Phenotype,,Colon cancer,0.0052,TP53|BMPR1A|CTNNB1,10163,10291|10300|10285,2.09E-05,,HP:0003003,0.228399666,0,2.283996656
35,3,Monarch Phenotype,,Germ cell neoplasia,0.0052,TP53|AKT1|CTNNB1,10163,10291|10330|10285,2.09E-05,,HP:0100728,0.228399666,0,2.283996656
1820,10,UniProt Keywords,,Transferase,0.0053,CSNK2A1|STUB1|CDK2|PLK1|PRKACA|BMPR1A|CDK1|BMPR1B|ACVR1|AKT1,10163,10306|10315|10303|10297|10261|10300|10327|10294|10279|10330,1.30E-04,,KW-0808,0.227572413,0,2.27572413
28,2,WikiPathways,,Sphingolipid metabolism in senescence,0.0053,CDK2|E2F1,10163,10303|10264,8.20E-04,,WP5121,0.227572413,0,2.27572413
114,4,Monarch Phenotype,,Neoplasm of the endocrine system,0.0053,TP53|BMPR1A|AKT1|CTNNB1,10163,10291|10300|10330|10285,2.23E-05,,HP:0100568,0.227572413,0,2.27572413
14,2,Reactome Pathways,,Golgi Cisternae Pericentriolar Stack Reorganization,0.0054,PLK1|CDK1,10163,10297|10327,2.30E-04,,HSA-162658,0.226760624,0,2.26760624
14,2,Reactome Pathways,,Regulation of TP53 Activity through Association with Co-factors,0.0054,TP53|AKT1,10163,10291|10330,2.30E-04,,HSA-6804759,0.226760624,0,2.26760624
1169,9,Monarch Phenotype,,Abnormal cardiovascular system physiology,0.0054,SMAD2|TP53|PRKACA|SMAD3|BMPR1A|SKI|AKT1|MYC|CTNNB1,10163,10267|10291|10261|10252|10300|10270|10330|10318|10285,2.30E-05,,HP:0011025,0.226760624,0,2.26760624
188,4,GO Biological Process,,Regulation of histone modification,0.0055,TP53|MYB|SKI|CTNNB1,10163,10291|10288|10270|10285,1.50E-04,,GO:0031056,0.225963731,0,2.259637311
70,3,GO Biological Process,,Cardiac septum morphogenesis,0.0055,TP53|BMPR1A|ACVR1,10163,10291|10300|10279,1.50E-04,,GO:0060411,0.225963731,0,2.259637311
14060,28,COMPARTMENTS,,Cellular anatomical entity,0.0056,CSNK2A1|STUB1|CYP27B1|RBL2|SMAD2|RCOR1|CASP6|CDK2|TP53|PLK1|CEBPB|SMAD1|PRKACA|CASP3|SMAD3|MYB|E2F1|BMPR1A|SKI|E2F4|CDK1|BMPR1B|ACVR1|SUMO2|SMAD5|AKT1|MYC|CTNNB1,10163,10306|10315|10255|10276|10267|10324|10309|10303|10291|10297|10312|10282|10261|10333|10252|10288|10264|10300|10270|10321|10327|10294|10279|10273|10258|10330|10318|10285,7.99E-05,,GOCC:0110165,0.225181197,0,2.251811973
11,2,GO Biological Process,,Negative regulation of activin receptor signaling pathway,0.0056,SKI|ACVR1,10163,10270|10279,1.50E-04,,GO:0032926,0.225181197,0,2.251811973
11,2,GO Biological Process,,Nodal signaling pathway,0.0056,SMAD2|SMAD3,10163,10267|10252,1.50E-04,,GO:0038092,0.225181197,0,2.251811973
11,2,GO Biological Process,,Fibroblast apoptotic process,0.0056,CASP3|MYC,10163,10333|10318,1.50E-04,,GO:0044346,0.225181197,0,2.251811973
6,2,GO Molecular Function,,BMP receptor activity,0.0056,BMPR1A|BMPR1B,10163,10300|10294,5.41E-05,,GO:0098821,0.225181197,0,2.251811973
29,2,WikiPathways,,Lipid metabolism pathway,0.0056,PRKACA|AKT1,10163,10261|10330,8.80E-04,,WP3965,0.225181197,0,2.251811973
1494,9,GO Biological Process,,Cellular nitrogen compound biosynthetic process,0.0057,SMAD2|CDK2|TP53|CEBPB|SMAD1|E2F1|SKI|AKT1|CTNNB1,10163,10267|10303|10291|10312|10282|10264|10270|10330|10285,1.50E-04,,GO:0044271,0.224412514,0,2.244125144
6,2,DISEASES,,Renal fibrosis,0.0057,SMAD2|SMAD3,10163,10267|10252,5.41E-05,,DOID:0050855,0.224412514,0,2.244125144
6,2,DISEASES,,Pancreatic ductal adenocarcinoma,0.0057,TP53|AKT1,10163,10291|10330,5.41E-05,,DOID:3498,0.224412514,0,2.244125144
118,4,Monarch Phenotype,,Genital neoplasm,0.0057,TP53|BMPR1A|AKT1|CTNNB1,10163,10291|10300|10330|10285,2.54E-05,,HP:0010787,0.224412514,0,2.244125144
366,5,GO Biological Process,,Regulation of epithelial cell proliferation,0.0058,SMAD3|BMPR1A|AKT1|MYC|CTNNB1,10163,10252|10300|10330|10318|10285,1.60E-04,,GO:0050678,0.223657201,0,2.236572006
119,4,Monarch Phenotype,,Abnormal uterus morphology,0.0058,SMAD3|BMPR1A|AKT1|CTNNB1,10163,10252|10300|10330|10285,2.62E-05,,HP:0031105,0.223657201,0,2.236572006
8,2,COMPARTMENTS,,Myb complex,0.0059,MYB|MYC,10163,10288|10318,8.68E-05,,GOCC:0031523,0.222914799,0,2.229147988
8,2,COMPARTMENTS,,Survivin complex,0.0059,TP53|CASP3,10163,10291|10333,8.68E-05,,GOCC:1990713,0.222914799,0,2.229147988
368,5,GO Biological Process,,Regulation of neurogenesis,0.0059,TP53|E2F1|BMPR1A|SKI|CTNNB1,10163,10291|10264|10300|10270|10285,1.60E-04,,GO:0050767,0.222914799,0,2.229147988
15,2,Reactome Pathways,,Signaling by Activin,0.006,SMAD2|SMAD3,10163,10267|10252,2.60E-04,,HSA-1502540,0.222184875,0,2.22184875
908,8,Monarch Phenotype,,Scoliosis,0.0061,CSNK2A1|CYP27B1|SMAD2|SMAD3|SKI|BMPR1B|ACVR1|AKT1,10163,10306|10255|10267|10252|10270|10294|10279|10330,2.84E-05,,HP:0002650,0.221467016,0,2.214670165
4,2,Monarch Phenotype,,Desmoid tumors,0.0061,BMPR1A|CTNNB1,10163,10300|10285,2.90E-05,,HP:0100245,0.221467016,0,2.214670165
4,2,Monarch Phenotype,,Vaginal hernia,0.0061,SMAD3|BMPR1A,10163,10252|10300,2.90E-05,,HP:0100672,0.221467016,0,2.214670165
12,2,GO Biological Process,,Anoikis,0.0063,E2F1|AKT1,10163,10264|10330,1.70E-04,,GO:0043276,0.220065945,0,2.200659451
3181,13,GO Biological Process,,Organic cyclic compound metabolic process,0.0063,STUB1|CYP27B1|SMAD2|CDK2|TP53|CEBPB|SMAD1|PRKACA|SMAD3|E2F1|SKI|CDK1|CTNNB1,10163,10315|10255|10267|10303|10291|10312|10282|10261|10252|10264|10270|10327|10285,1.70E-04,,GO:1901360,0.220065945,0,2.200659451
